"Data Structures","Algorithms","Operating Systems","Computer Networks","Database Management","Object Oriented Programming","Computer Architecture","Discrete Mathematics","Theory of Computation","Compiler Design","Artificial Intelligence","Machine Learning","Deep Learning","Computer Graphics","Software Engineering","Web Development","Mobile App Development","Cybersecurity","Cryptography","Cloud Computing","Distributed Systems","Parallel Computing","Natural Language Processing","Computer Vision","Robotics","Embedded Systems","Digital Logic Design","Microprocessors","Linear Algebra","Probability and Statistics","Numerical Methods","Information Theory","Data Mining","Big Data Analytics","Internet of Things","Blockchain Technology","Human Computer Interaction","Software Testing","DevOps","API Design and Development","Data Visualization","Network Security","Digital Signal Processing","Image Processing","Programming Languages","Functional Programming","System Programming","Game Development","Quantum Computing","Bioinformatics","Ethical Hacking","Formal Methods","Graph Theory","Advanced Algorithms","Computer Ethics"
58,67,76,90,87,83,57,32,77,69,62,85,65,74,69,80,95,56,78,90,61,61,71,55,56,59,71,88,30,60,71,65,50,64,72,73,65,59,91,76,71,61,50,60,77,81,71,70,58,81,79,66,41,50,68
55,51,61,66,66,57,100,76,46,64,74,57,65,69,72,71,73,68,72,77,74,44,86,86,53,52,65,59,97,61,82,89,77,67,78,72,78,87,74,76,81,52,23,76,62,79,60,79,70,66,62,61,55,69,68
75,42,66,52,72,69,63,28,81,54,67,88,50,75,74,83,59,85,63,58,64,36,60,74,79,41,69,92,81,24,74,62,69,90,75,82,77,81,76,82,73,69,62,48,71,67,69,73,78,62,73,55,100,67,83
69,60,75,75,61,84,68,76,48,57,87,83,77,68,73,72,79,68,64,79,48,58,42,59,59,73,54,85,58,66,69,40,51,56,68,35,72,81,53,82,66,63,77,80,87,52,61,76,50,75,63,55,69,68,87
78,77,70,64,58,72,79,70,67,36,80,62,90,63,69,69,72,60,67,89,75,53,50,63,65,71,46,80,62,54,72,55,54,73,74,86,80,79,100,72,71,73,49,66,59,67,80,75,45,74,72,52,87,92,75
73,87,65,60,81,80,66,57,40,50,58,37,75,78,83,73,62,76,98,69,71,52,66,64,38,93,61,71,43,82,77,65,83,72,66,46,77,80,78,90,66,93,58,72,67,68,86,65,41,70,53,57,55,48,77
68,95,57,62,59,72,87,31,31,67,76,81,55,76,88,83,81,70,77,79,34,63,73,53,85,75,44,78,64,66,55,64,62,65,47,73,80,77,85,89,82,55,29,70,74,80,69,61,49,49,74,64,52,86,71
75,63,89,69,64,81,62,60,69,49,60,51,59,73,66,70,65,60,73,45,60,64,51,82,61,71,86,60,68,67,70,51,52,82,71,67,78,71,69,73,71,51,77,76,97,69,50,73,65,62,75,41,54,72,84
52,69,100,86,62,80,75,43,47,42,67,98,65,83,74,87,74,67,76,61,82,66,74,50,59,53,68,60,79,63,76,63,79,65,60,76,89,82,81,66,62,80,65,76,67,85,61,75,51,65,80,42,35,25,73
68,60,100,43,65,70,55,71,40,59,53,91,56,72,73,79,100,59,58,91,54,55,70,78,65,67,76,68,64,59,70,64,75,69,68,62,83,72,60,73,71,89,75,47,65,81,51,74,76,68,80,73,69,51,92
80,68,55,58,81,74,61,83,44,38,44,65,87,66,67,82,57,49,40,75,86,64,67,34,70,68,69,50,57,61,67,38,90,63,86,65,84,72,53,78,63,68,94,76,64,49,73,78,60,59,61,59,42,98,83
68,64,56,54,51,74,65,90,35,78,100,76,59,85,80,89,59,49,72,59,61,69,58,52,91,67,71,79,71,53,66,63,82,50,68,53,76,69,100,84,67,89,45,58,52,52,71,65,45,68,79,64,57,47,82
53,58,66,79,88,78,87,83,85,41,86,60,64,67,74,68,62,62,50,77,62,94,51,49,61,74,56,63,55,54,59,52,71,84,67,55,95,79,59,75,80,75,60,57,72,67,51,94,67,57,75,17,41,66,74
72,71,64,53,68,63,57,39,62,79,70,61,64,51,92,71,76,70,77,59,61,77,48,67,63,78,65,50,60,63,58,58,56,68,83,76,64,75,45,83,62,75,36,68,67,58,32,88,61,87,55,85,65,60,66
59,62,64,76,68,68,71,58,50,53,98,93,57,55,77,100,63,67,78,73,80,69,72,55,62,55,60,73,63,75,70,64,86,52,86,56,79,80,62,89,77,59,76,60,51,75,66,79,55,74,86,44,59,60,72
67,81,54,72,80,78,15,24,68,73,76,73,53,65,80,69,67,75,96,62,59,23,65,78,78,66,87,65,52,48,60,67,79,88,61,58,77,88,75,74,86,46,80,64,56,55,71,77,70,64,75,78,93,56,79
72,67,54,79,81,75,66,61,52,77,59,49,83,80,88,72,79,71,80,52,53,52,76,73,68,62,78,49,85,56,61,55,58,75,75,73,85,80,63,78,77,63,57,55,67,68,91,74,45,79,77,59,82,70,70
35,63,60,66,74,66,67,58,65,65,85,65,69,75,79,75,67,83,65,70,55,72,54,76,100,73,66,54,63,58,67,61,49,69,68,78,62,81,67,70,78,66,56,85,51,75,66,78,64,70,69,82,41,66,91
73,30,56,58,80,86,35,78,75,24,94,75,42,71,70,71,67,62,38,65,66,62,100,73,100,59,74,79,64,56,66,69,50,74,84,82,65,77,69,88,80,85,58,75,45,53,50,76,42,65,85,40,85,43,92
66,74,62,82,68,75,70,53,68,30,57,59,85,80,82,84,67,50,100,69,60,67,81,94,79,46,74,76,51,69,65,65,82,66,61,44,69,76,65,96,69,42,60,59,64,78,50,81,74,69,68,52,75,44,82
70,50,55,47,81,79,49,49,41,45,51,74,95,62,79,86,79,72,66,75,68,76,86,50,58,76,69,46,71,73,71,51,56,84,62,66,83,76,80,71,73,53,71,81,70,34,57,66,51,67,81,71,71,72,86
79,71,61,67,66,86,74,70,53,65,62,70,82,74,82,100,63,83,56,45,44,36,45,70,64,73,64,86,41,83,43,65,69,51,71,64,76,73,70,41,82,53,82,70,60,67,76,96,85,100,78,66,28,84,71
66,72,61,54,71,79,42,33,63,60,80,56,57,86,82,78,70,71,40,93,58,42,92,62,76,58,77,55,69,60,74,38,93,87,75,49,70,96,86,81,75,62,43,93,74,70,64,57,53,75,77,54,60,85,95
77,63,79,58,50,54,57,90,50,58,65,65,36,73,70,86,67,51,33,60,59,66,53,74,72,54,82,61,53,58,56,42,68,74,85,94,79,72,100,63,65,100,69,59,47,76,58,85,77,56,57,62,87,56,81
90,77,78,50,74,59,72,26,49,73,76,89,66,83,80,67,70,54,64,59,56,45,62,67,66,65,52,70,66,46,64,68,63,53,86,70,80,75,63,68,90,47,61,77,66,93,76,72,53,60,70,42,57,30,87
80,99,55,76,84,71,62,47,80,82,68,82,39,70,77,92,67,92,81,77,66,75,79,57,65,38,77,74,74,81,79,49,47,70,87,68,75,53,74,83,65,60,88,73,55,74,41,77,51,85,79,80,52,89,72
63,66,82,67,52,57,65,19,58,69,73,56,74,68,69,81,60,60,55,70,67,51,53,47,79,68,62,64,63,51,53,52,54,75,74,71,76,71,43,82,63,62,75,52,75,47,65,68,70,63,75,56,61,80,86
45,66,61,41,73,68,64,77,89,61,74,96,61,58,72,88,79,81,88,78,75,87,57,74,79,51,42,47,31,49,59,76,78,65,67,63,88,87,100,75,68,59,70,40,67,69,46,54,56,85,65,61,54,47,64
63,63,59,76,76,73,70,70,67,52,88,46,40,62,70,63,72,64,73,61,45,80,64,46,40,67,72,68,64,73,66,58,87,70,63,78,50,88,64,77,89,44,50,76,69,63,65,79,40,59,66,18,71,61,89
66,66,79,82,79,68,64,31,49,71,78,84,73,67,75,72,75,83,57,78,74,68,100,59,68,85,64,77,71,53,38,73,53,57,76,64,77,72,89,70,72,57,85,58,59,74,43,64,89,80,35,37,58,62,86
56,22,64,62,78,89,63,100,71,88,65,48,55,74,74,93,79,47,100,72,88,58,85,67,78,68,75,62,58,57,67,74,71,62,70,65,64,71,58,67,80,81,48,64,75,72,55,74,81,53,71,69,57,72,65
58,44,60,89,74,62,62,23,45,62,79,49,94,78,52,81,87,77,40,86,86,54,64,72,91,75,67,76,55,42,71,63,82,83,70,71,62,61,61,90,76,85,52,55,58,62,59,90,69,57,64,64,71,48,83
40,61,61,66,77,70,54,34,27,57,67,78,17,52,74,81,68,79,75,86,68,56,62,51,72,89,50,84,40,58,69,55,79,64,76,77,72,73,59,76,90,76,87,76,57,82,47,77,64,76,63,87,42,75,84
80,56,69,74,92,72,55,72,69,54,92,59,65,65,82,87,61,74,58,70,76,64,59,61,74,71,66,83,55,86,53,45,70,66,60,72,71,61,61,82,93,54,68,41,67,62,36,76,58,81,61,38,54,43,93
96,30,58,60,62,73,62,100,64,42,81,75,42,68,69,68,80,68,76,57,90,63,71,51,59,73,77,86,62,44,67,70,20,42,74,70,78,84,81,46,68,81,74,85,44,72,84,78,64,78,39,71,79,71,80
63,48,65,68,92,84,55,49,50,54,60,64,73,57,81,78,54,64,39,87,75,89,59,41,80,57,70,61,71,94,61,67,88,61,71,80,78,75,88,75,80,73,82,60,83,65,58,80,53,75,84,61,43,50,57
69,41,55,77,92,56,56,54,80,58,79,56,50,72,69,76,60,80,79,64,72,61,99,89,64,57,69,88,56,40,50,78,70,74,83,80,75,72,69,55,70,44,51,67,81,61,49,87,45,71,55,35,49,64,86
76,88,55,57,59,82,78,52,78,57,69,77,78,61,84,89,62,70,46,64,60,62,76,96,61,40,67,50,62,68,34,32,97,79,57,81,72,75,78,60,81,77,62,75,69,59,63,65,59,73,81,41,54,57,68
72,71,63,47,64,69,77,49,62,16,91,85,67,74,76,95,88,62,39,82,60,42,75,58,61,62,58,81,40,71,53,61,76,90,68,84,73,75,65,77,74,58,55,71,49,77,41,75,48,65,62,54,52,78,72
85,54,61,71,55,84,55,48,52,55,70,89,43,46,93,79,81,51,53,60,76,70,66,46,59,75,73,60,46,96,52,63,87,75,81,67,72,66,64,66,87,71,42,60,61,59,64,73,53,70,60,31,61,60,87
67,72,54,59,79,74,82,80,84,100,71,69,51,82,74,97,67,67,77,78,81,72,54,52,61,57,82,57,67,55,72,45,59,80,85,49,82,80,52,76,70,77,85,67,57,38,25,74,72,65,79,53,20,59,61
72,71,89,47,62,77,74,34,57,54,60,57,75,77,83,77,59,59,66,91,82,31,67,46,56,63,66,73,59,57,73,64,61,80,43,77,66,89,71,82,69,78,22,80,52,87,37,81,44,62,64,32,66,80,61
68,65,79,70,80,71,70,42,96,68,69,84,88,73,74,74,57,71,37,62,64,80,50,65,79,77,80,72,56,50,72,62,97,66,77,57,80,63,66,90,74,69,48,78,47,89,68,80,78,62,64,50,80,85,93
67,62,73,73,67,79,52,29,46,56,80,73,60,78,69,73,86,67,22,69,86,39,91,52,72,69,76,71,56,68,61,58,76,44,63,71,77,74,70,70,86,59,42,59,65,38,52,64,43,40,70,38,72,56,85
82,71,69,52,73,75,83,38,56,59,80,82,72,77,74,61,80,79,82,68,66,94,61,43,66,82,79,53,66,81,46,77,74,84,81,62,65,72,85,78,76,75,70,62,55,81,71,69,41,48,80,55,50,88,77
59,19,57,48,75,56,77,66,45,49,94,66,55,85,84,79,67,59,30,55,92,88,69,54,62,97,54,63,59,60,52,67,54,78,74,74,100,78,52,72,71,68,37,74,77,70,65,87,72,68,51,79,54,87,59
78,77,67,53,62,69,66,61,42,55,77,77,68,57,79,84,86,53,79,73,100,54,57,77,60,65,61,61,71,49,59,69,40,71,70,69,69,71,85,75,78,81,78,53,65,82,61,83,72,68,93,70,78,63,85
58,67,63,58,66,62,70,82,36,64,56,74,78,76,93,83,81,57,34,71,67,64,88,68,89,81,69,66,56,93,90,66,73,74,74,59,74,85,48,70,67,65,72,70,91,74,60,70,76,69,68,51,79,48,80
67,53,75,52,85,77,68,69,58,76,66,68,49,85,84,76,99,61,70,55,56,56,72,76,74,69,63,63,55,37,56,71,61,80,86,100,93,89,65,72,79,72,78,90,76,60,55,80,22,65,57,52,80,60,78
76,44,71,50,66,82,51,60,50,50,57,60,61,77,71,94,73,87,75,71,61,88,69,53,85,48,97,33,49,64,60,62,68,77,60,82,69,76,61,81,73,67,76,62,72,82,72,67,45,52,84,60,47,68,71
67,43,61,71,87,61,79,57,55,42,71,75,49,77,78,87,61,74,55,71,83,73,52,59,56,53,65,60,55,85,49,64,67,82,63,62,83,83,62,51,83,78,78,92,63,53,58,95,49,71,51,41,32,61,82
73,61,74,37,87,91,80,62,51,65,86,87,76,73,65,72,88,66,50,68,67,46,39,46,88,74,51,59,59,62,66,62,62,57,89,67,65,76,77,81,83,92,78,46,55,55,73,88,53,83,74,76,62,81,85
71,56,69,54,54,77,68,75,54,46,77,100,63,66,61,74,91,45,52,69,56,52,66,45,75,82,71,78,48,51,77,43,65,58,53,76,76,80,72,77,66,76,48,83,71,72,64,79,42,71,83,37,74,51,88
76,38,76,79,49,77,46,74,28,62,94,86,82,67,77,100,73,77,46,72,60,49,66,58,69,99,75,58,46,54,51,52,67,56,68,70,74,85,81,57,81,55,49,68,49,60,82,59,40,54,69,31,65,38,80
71,45,74,89,67,95,42,47,83,58,96,50,56,72,71,74,59,79,55,100,72,33,47,41,69,41,58,65,54,70,53,79,65,73,91,86,79,70,49,57,79,70,43,69,100,72,84,65,36,67,70,74,74,67,79
85,41,79,69,56,85,89,86,74,53,88,72,66,74,91,84,90,81,94,48,93,66,66,62,73,63,70,35,61,59,75,90,66,58,79,72,76,61,53,84,74,37,49,68,61,82,57,72,79,56,71,51,88,37,77
43,69,56,60,69,83,71,54,49,64,73,54,51,62,82,73,71,55,37,63,59,95,62,63,59,69,62,61,70,41,67,76,97,65,76,88,77,80,93,88,78,58,79,76,70,88,46,80,59,100,64,14,74,65,72
54,85,75,64,76,72,49,77,62,63,73,65,67,60,88,79,67,66,92,71,55,58,78,60,74,76,66,65,78,49,65,59,70,73,72,92,79,69,81,66,76,38,84,72,56,73,72,84,86,37,57,72,85,63,88
90,74,58,59,55,74,48,70,75,59,50,67,62,59,88,72,67,69,77,72,66,79,70,60,92,80,64,63,41,86,72,64,71,71,82,70,71,74,72,77,80,77,62,66,79,62,88,71,49,56,85,36,71,67,73
75,84,80,51,100,77,53,66,62,49,53,65,83,40,71,69,83,20,37,61,72,74,63,52,62,73,62,58,62,74,60,63,56,77,48,64,80,86,61,60,89,55,45,71,76,64,38,90,44,81,99,44,68,51,80
76,83,34,48,73,75,51,59,28,59,69,50,50,77,70,83,80,73,87,81,60,48,43,73,71,45,72,44,51,82,74,67,78,83,84,49,78,92,80,85,75,72,54,66,73,60,53,75,58,67,77,69,67,78,74
88,84,57,71,53,82,79,72,48,38,61,54,59,63,72,75,71,62,53,64,56,44,55,66,64,58,61,49,78,72,89,55,64,83,78,72,60,64,41,74,70,78,74,52,76,74,55,64,66,74,77,52,52,72,79
61,69,62,75,65,80,52,66,94,70,53,76,74,60,89,85,51,62,64,56,39,23,48,61,73,57,66,63,58,68,43,65,58,62,66,46,61,64,62,91,93,89,72,31,67,53,75,77,56,69,65,64,49,48,72
48,64,54,83,57,76,67,72,36,80,53,70,89,61,60,74,56,59,68,60,72,65,74,59,92,72,76,63,69,78,87,35,83,74,100,91,82,61,71,70,81,39,57,62,83,48,46,83,99,62,90,42,59,49,86
59,63,62,80,94,72,56,40,44,71,53,72,78,80,73,89,75,85,53,78,61,64,61,58,39,55,60,84,76,60,64,43,52,50,74,69,91,83,62,58,83,60,30,83,63,68,61,73,48,78,61,66,49,34,79
55,63,81,56,74,52,76,72,66,40,80,64,69,77,75,87,70,77,73,47,80,57,51,70,76,45,59,54,61,30,70,54,77,63,75,73,66,86,91,76,73,56,52,74,62,60,69,84,80,65,78,52,52,63,97
67,75,86,67,79,78,83,77,34,54,72,60,87,53,74,88,65,55,55,82,69,72,91,69,64,73,69,63,52,80,37,38,74,60,60,69,87,88,100,88,75,78,53,81,47,59,54,82,76,67,55,73,55,52,68
51,40,59,57,76,69,64,42,51,30,71,95,66,60,72,73,40,79,67,57,50,72,42,68,52,36,75,60,32,48,80,72,82,74,93,50,63,90,63,57,79,77,61,68,69,73,76,64,57,90,91,49,54,72,77
74,81,69,46,81,68,39,55,39,81,85,81,67,63,76,82,77,73,82,73,61,39,61,82,73,49,70,69,55,80,68,55,64,76,75,83,59,79,56,69,61,45,41,71,50,70,85,63,75,52,68,37,54,53,83
67,88,66,64,69,97,35,97,40,45,61,67,44,72,76,75,75,84,71,59,66,65,72,77,38,73,69,72,36,49,94,65,58,58,57,71,64,75,46,85,84,73,70,96,71,66,56,84,59,40,71,87,59,62,75
79,63,53,81,75,72,47,63,69,50,70,62,87,68,61,71,64,66,63,72,67,47,63,45,76,62,64,65,54,82,92,52,70,55,76,63,78,82,61,95,68,48,82,76,60,76,55,63,64,64,58,78,69,87,59
50,54,63,75,72,69,47,53,79,46,54,67,69,93,94,54,71,59,54,41,74,55,66,67,78,83,66,90,22,72,61,68,78,74,71,71,57,89,80,94,79,70,55,60,64,52,59,76,48,59,75,47,38,69,78
83,59,80,60,73,67,42,49,42,61,66,67,69,64,72,72,81,90,41,73,36,78,78,67,73,87,76,67,68,72,47,76,69,56,73,77,73,81,64,62,67,60,43,81,74,55,48,80,61,70,90,71,66,56,81
77,60,39,68,96,64,49,39,49,58,61,61,49,67,57,84,55,48,61,70,78,60,63,69,97,68,68,67,63,94,75,70,46,50,93,70,70,64,80,74,75,52,60,66,63,84,71,70,37,52,71,61,66,52,91
71,56,87,49,41,59,94,46,51,63,49,85,47,82,84,74,67,94,60,100,61,76,79,34,73,55,63,68,62,100,43,76,70,68,56,55,83,71,35,70,71,84,51,66,74,44,61,76,45,75,76,41,62,55,79
63,86,61,74,61,75,45,66,79,57,75,74,74,55,84,88,81,63,63,73,65,75,74,65,71,57,70,73,66,85,61,59,80,78,72,65,72,72,82,68,73,73,71,80,52,46,55,69,52,76,76,59,74,66,75
81,76,64,70,69,79,65,53,47,70,63,63,73,77,80,61,74,75,76,73,64,84,45,77,77,97,68,42,38,68,48,76,72,57,48,68,67,66,60,52,81,70,83,58,64,87,62,100,71,57,79,34,60,81,92
60,59,62,72,73,58,73,36,89,70,67,54,52,84,82,70,78,61,72,65,77,63,67,69,65,69,83,79,53,81,80,69,58,49,71,44,70,64,70,81,86,61,80,59,63,65,31,72,63,57,74,84,60,75,76
61,79,59,70,62,75,60,38,73,68,80,55,69,84,78,93,69,63,78,92,96,47,54,66,57,48,82,68,79,63,71,75,71,61,90,65,65,65,88,68,82,89,45,61,54,81,81,68,71,79,71,67,66,50,95
67,60,70,82,43,76,66,57,58,66,88,81,56,63,76,86,77,87,76,80,62,36,72,65,74,62,70,68,53,50,55,91,83,78,66,69,89,74,72,97,71,70,78,73,83,75,78,43,92,70,67,67,76,58,72
64,84,48,36,57,57,87,64,93,65,73,61,70,100,69,80,63,47,59,81,69,47,86,73,89,43,56,63,75,64,50,49,81,71,71,77,90,64,77,64,88,75,66,66,57,43,81,70,51,79,74,46,55,47,69
81,73,85,77,73,92,60,61,59,76,71,58,73,75,61,73,69,64,77,80,59,93,69,76,50,84,84,72,34,55,53,40,71,64,55,66,85,64,66,67,68,68,50,57,47,60,72,95,41,55,83,30,53,43,70
41,71,79,82,62,84,76,59,55,70,80,37,49,82,85,87,68,49,66,87,75,67,74,74,75,82,57,40,57,46,54,56,61,73,68,55,71,83,57,79,89,89,73,58,70,71,66,79,32,69,65,69,69,32,77
51,70,45,54,67,76,62,72,55,39,67,52,66,69,83,61,67,65,58,51,75,85,85,57,39,76,92,89,57,59,90,32,66,70,63,52,83,86,84,62,65,56,79,76,61,57,52,72,67,78,67,40,62,26,93
53,38,73,63,73,63,79,28,58,79,88,77,63,66,70,73,77,54,92,83,35,47,64,75,58,86,48,65,64,53,62,53,69,70,65,62,69,56,100,66,77,56,43,72,73,50,44,81,49,69,52,59,43,60,76
78,69,46,65,52,73,100,86,77,64,65,81,37,56,67,67,87,77,72,56,50,65,43,74,82,60,69,61,82,56,79,44,71,52,59,58,79,89,86,85,85,64,65,72,75,90,60,63,28,81,69,100,64,61,61
81,57,72,62,38,51,85,66,64,72,69,71,87,77,94,69,86,64,70,71,59,61,78,39,44,45,57,61,63,57,50,57,61,80,72,74,73,77,75,59,61,77,65,69,77,74,59,75,64,50,59,77,60,52,92
63,70,52,61,58,88,72,47,76,50,65,60,44,63,74,71,69,84,61,72,39,26,73,67,79,94,57,37,62,59,71,83,64,84,76,64,80,77,54,76,80,83,62,58,68,81,56,90,27,63,52,51,69,58,79
51,37,62,62,56,54,65,52,25,59,46,62,73,69,82,75,74,80,65,59,45,49,61,67,51,100,51,61,59,73,77,81,82,73,78,65,69,86,54,74,74,91,72,73,62,42,77,51,77,54,83,45,97,53,80
65,45,67,50,69,82,42,92,62,46,59,77,60,56,75,79,78,56,71,63,37,49,69,81,72,69,88,52,47,85,65,46,100,65,71,72,69,60,56,68,65,55,69,69,64,80,70,87,40,77,62,13,49,36,88
94,90,70,73,74,62,19,80,45,71,66,72,81,68,76,78,74,51,86,52,69,47,84,56,72,68,71,54,28,65,51,72,79,79,83,76,74,79,51,90,68,56,67,79,87,55,52,65,56,77,68,30,38,54,69
79,72,76,79,59,88,39,49,43,45,57,69,58,92,71,80,52,85,50,75,77,81,49,54,72,92,68,45,96,47,78,34,63,74,55,68,77,58,81,63,72,50,67,64,45,58,45,74,50,70,51,50,73,29,76
34,18,68,34,76,77,77,57,62,78,84,71,34,68,93,84,82,39,45,70,44,86,92,60,70,63,66,60,50,62,67,90,61,70,76,55,67,74,63,77,65,72,33,76,69,61,73,98,72,61,67,53,40,58,74
66,63,63,67,63,93,75,47,48,90,76,52,55,76,73,80,74,66,52,54,64,56,80,63,47,61,65,77,38,91,79,41,65,100,58,72,61,79,56,76,79,60,49,57,70,76,57,80,45,75,75,61,61,56,81
53,57,68,64,84,92,54,33,68,55,100,58,51,100,67,91,69,64,58,73,73,46,65,57,78,69,66,49,80,44,68,86,81,84,66,57,63,78,85,59,72,83,45,74,71,72,59,79,75,67,64,81,56,70,91
78,64,64,57,80,69,51,57,81,85,77,79,49,66,88,88,79,76,59,78,81,53,58,78,63,68,66,85,35,45,52,76,100,63,84,59,72,84,67,73,80,75,81,49,75,47,39,66,63,66,53,86,72,63,74
73,48,36,86,72,67,69,41,75,42,74,70,55,89,71,80,73,56,69,83,87,64,57,62,81,49,66,64,88,61,82,58,69,70,70,57,83,62,55,82,68,58,73,73,77,59,57,82,30,68,74,70,42,55,80
84,56,42,63,81,79,62,79,58,48,83,75,67,65,90,72,78,67,72,84,80,78,49,78,77,64,87,48,76,53,67,95,75,93,67,63,72,69,100,73,99,46,59,99,44,48,68,64,26,79,55,59,60,50,71
68,47,84,75,79,70,65,64,38,47,85,76,42,78,87,86,95,59,64,69,87,49,67,66,55,24,71,67,52,52,65,55,94,81,68,62,55,85,79,74,76,34,76,58,77,56,50,92,71,60,65,38,56,51,64
66,67,64,67,56,85,41,52,43,49,63,72,45,85,60,89,72,74,69,76,88,66,36,67,60,65,70,82,55,79,81,40,83,78,81,81,78,82,79,75,64,84,65,46,70,52,61,77,78,81,52,42,54,54,75
53,90,78,73,71,89,56,35,30,83,85,46,69,65,84,91,91,77,86,62,62,67,56,61,69,73,75,42,39,81,63,56,73,58,96,62,80,67,57,65,78,43,81,58,66,50,60,64,59,57,83,58,41,61,74
66,77,43,86,73,67,86,29,57,41,62,99,60,68,67,86,73,73,90,60,71,85,59,73,76,63,60,71,36,62,74,81,52,57,81,61,86,84,69,64,69,56,34,82,52,55,49,84,53,71,64,49,63,53,86
64,58,76,80,74,69,81,54,55,68,71,48,75,72,67,83,65,70,76,79,61,67,68,64,84,33,76,55,30,54,65,71,65,79,65,44,76,87,65,61,88,68,58,64,68,68,84,68,47,69,100,53,86,73,51
55,74,74,83,75,70,56,60,65,58,48,68,63,97,78,93,85,74,91,54,64,76,64,61,71,61,71,88,79,55,56,73,62,54,90,84,78,82,79,69,86,95,67,43,81,63,86,69,67,70,73,33,46,71,94
78,94,72,74,85,89,71,15,78,50,71,70,54,68,76,73,76,87,66,70,32,68,71,52,75,79,53,61,43,68,80,56,88,75,74,68,80,73,83,66,70,65,41,75,53,39,62,59,100,79,86,54,63,89,74
82,57,56,81,57,43,49,58,29,60,86,50,82,86,69,66,78,73,43,59,59,87,55,70,83,48,76,58,67,40,58,74,67,56,87,81,70,91,66,88,80,68,73,82,63,66,88,76,35,79,53,43,34,50,80
76,63,41,61,90,93,67,38,37,84,72,83,72,73,78,85,72,60,75,71,74,35,62,57,56,60,83,80,43,58,52,71,82,80,78,72,49,50,70,62,57,51,62,46,57,64,61,85,33,66,62,35,59,75,83
96,34,78,38,81,66,73,54,61,47,43,43,36,58,69,88,87,81,41,68,74,44,62,47,84,54,93,43,63,59,75,66,46,68,56,69,76,58,63,80,62,30,79,87,69,52,46,81,55,72,78,87,62,43,69
65,77,35,76,72,74,78,81,31,70,84,68,73,74,82,88,65,85,34,70,81,70,72,73,50,75,63,63,54,61,63,59,72,71,89,70,86,61,71,86,67,79,58,69,49,73,74,73,65,73,79,31,32,40,72
69,64,70,74,52,84,72,47,55,56,73,61,64,76,55,78,82,51,70,88,90,65,61,58,84,80,58,66,61,59,79,84,72,45,78,38,64,89,60,65,68,83,66,85,73,64,61,83,45,56,79,42,60,80,93
63,43,66,66,84,63,71,75,61,50,73,56,51,73,67,80,87,44,80,55,68,32,71,68,79,65,55,79,66,62,45,46,59,67,87,80,92,70,74,58,77,43,87,76,65,81,100,63,63,47,71,72,69,49,77
76,59,81,63,83,73,60,50,48,47,75,63,84,89,79,83,68,68,62,90,42,60,59,78,74,46,48,66,72,56,60,42,52,63,86,82,82,99,63,58,54,86,60,65,53,59,32,61,74,62,89,80,43,62,67
67,39,47,78,63,64,54,74,45,86,100,75,69,81,72,61,72,72,37,62,83,59,55,77,75,62,85,80,83,77,86,60,65,73,66,63,80,68,65,75,63,64,56,81,73,58,74,76,61,56,67,48,59,79,82
70,50,74,73,69,82,72,31,80,49,95,46,69,64,76,71,65,64,94,68,82,39,58,64,38,63,50,51,60,61,63,56,80,62,86,75,87,64,84,64,62,69,38,67,66,62,95,82,44,69,66,78,46,56,70
80,66,58,63,80,87,49,41,49,50,76,69,64,66,94,74,72,71,92,86,63,66,73,53,75,59,71,57,32,54,54,68,68,60,97,94,72,67,47,63,66,35,52,50,68,44,46,88,75,77,56,59,67,54,87
65,41,96,46,87,66,64,72,62,69,81,89,76,46,78,82,61,55,70,69,78,43,79,51,76,62,60,60,87,57,70,43,51,76,75,66,78,72,45,80,75,64,82,63,65,55,68,73,24,63,75,33,58,52,75
57,33,62,74,78,79,74,49,37,73,53,47,55,57,69,69,68,80,57,88,72,69,36,59,70,80,85,65,71,70,86,84,56,80,100,63,81,85,63,73,63,61,54,83,79,58,78,77,67,38,79,75,77,47,89
72,62,65,83,87,64,74,84,42,65,76,85,58,56,73,89,68,69,51,76,56,61,47,41,86,80,49,48,51,58,66,54,67,88,68,66,79,74,85,77,84,69,58,44,70,66,38,77,48,68,45,73,52,50,77
62,69,70,29,88,68,51,66,60,53,76,55,90,83,74,73,68,66,47,100,88,80,77,65,36,42,72,70,69,55,71,63,83,61,67,69,100,72,64,67,79,77,73,89,63,87,50,71,46,65,79,45,41,52,81
53,67,72,75,65,69,39,49,59,48,64,84,43,77,81,72,82,80,46,84,55,65,50,78,87,68,58,70,79,50,60,80,59,83,65,60,79,87,73,71,100,56,70,43,86,54,37,70,81,62,89,49,66,36,88
74,78,68,66,62,68,68,56,47,54,74,68,77,48,54,89,78,60,55,76,64,76,62,70,82,51,87,58,80,65,62,68,82,73,100,79,98,41,77,83,85,53,41,71,67,71,77,85,87,85,74,67,39,57,74
79,62,54,81,67,67,52,44,73,74,81,68,55,58,95,80,80,80,56,56,65,41,82,77,78,66,74,63,91,63,60,54,82,77,76,67,86,65,57,73,63,71,85,54,75,75,92,85,59,56,93,66,52,73,83
54,68,63,59,52,79,43,57,57,75,75,77,75,63,62,86,89,38,59,91,81,59,60,71,75,60,57,86,49,68,70,35,74,91,83,74,77,70,100,85,75,91,70,68,62,51,69,91,77,71,79,61,60,40,78
